"timestamp [UTC]",name,resultCode,success,duration,"cloud_RoleName","operation_Name","operation_Id",url
"28/10/2025, 01:03:13.082","GET /api/vans/ABC4B55",405,False,12,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /api/vans/ABC4B55",aca5a3623f71c182345d960694383ba2,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/api/vans/ABC4B55"
"28/10/2025, 01:02:53.833","GET /api/vans/ABC4B55",405,False,16,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /api/vans/ABC4B55",a2c103fea41743032e4ae98451d71963,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/api/vans/ABC4B55"
"28/10/2025, 01:02:44.971","GET /api/vans/ABC4555",405,False,532,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /api/vans/ABC4555",4cec66fbf9dffd66f9577c4fdcc24801,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/api/vans/ABC4555"
"28/10/2025, 01:02:24.031","GET /api/sync/pull",200,True,1615,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /api/sync/pull",9cf215586e29815794ea33d74a06027d,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/api/sync/pull?apiKey=7U1KKRvRVe1mBW4Old0Q&role=DRIVER&cpf=12139836812&updatedSince=2025-10-27T23%3A49%3A58Z"
"28/10/2025, 01:02:20.553","GET /api/sync/pull",500,False,4533,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /api/sync/pull",1d939e76efd23521f033d4b3dc0843f0,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/api/sync/pull?apiKey=7U1KKRvRVe1mBW4Old0Q"
"28/10/2025, 01:02:18.943","GET /api/auth/session",200,True,167,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /api/auth/session",d8c5392c9b631de7c6a827c8279015da,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/api/auth/session"
"28/10/2025, 01:01:51.622","GET /api/auth/session",200,True,9,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /api/auth/session",e475a9702ab5c74ec408c11128a52ef4,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/api/auth/session"
"28/10/2025, 01:01:21.454","GET /api/drivers",200,True,97,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /api/drivers",08f0c43b77b412eb210714eeea9b0692,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/api/drivers"
"28/10/2025, 01:01:21.422","GET /api/vans",200,True,107,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /api/vans",dde85e54930222e0370d3a1b51f9ad6e,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/api/vans"
"28/10/2025, 01:01:21.077","GET /vans",200,True,19,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /vans",459179ab2249f0b1523b44fbe7f961ba,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/vans?_rsc=1rwg2"
"28/10/2025, 01:01:19.131","GET /dashboard",200,True,111,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /dashboard",a81d8fe019932ab8686e9bc5aa0edf49,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/dashboard?_rsc=1gtj6"
"28/10/2025, 01:00:56.175","GET /api/schools",200,True,61,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /api/schools",23c7855041499963244b7c21e8a69212,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/api/schools"
"28/10/2025, 01:00:55.817","GET /schools",200,True,15,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /schools",bc41973b745dc64c80c023ac1074f69f,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/schools?_rsc=15d6d"
"28/10/2025, 01:00:47.974","GET /api/payments/2025",200,True,58,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /api/payments/2025",f2f55ca7406fe700a7eac62a0e36680a,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/api/payments/2025"
"28/10/2025, 01:00:47.631","GET /payments",200,True,15,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /payments",ab56856506524fdd42a227b68979eb86,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/payments?_rsc=1rdb0"
"28/10/2025, 01:00:42.085","GET /blacklist",200,True,42,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /blacklist",9c189d55ed6d6976e1d5ef9d72dc0b0e,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/blacklist?_rsc=1538b"
"28/10/2025, 01:00:42.037","GET /payments",200,True,16,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /payments",8e37988ebff491176f0572d0f5d9fa5c,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/payments?_rsc=1538b"
"28/10/2025, 01:00:41.958","GET /clients",200,True,14,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /clients",e78a286f80cca2a45f098fa606812e89,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/clients?_rsc=1538b"
"28/10/2025, 01:00:41.944","GET /schools",200,True,24,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /schools",1a580b2c9d7d65bda0591c7c8dc28784,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/schools?_rsc=1538b"
"28/10/2025, 01:00:41.923","GET /students",200,True,16,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /students",6d79c92fee5d65a4ea7470c2c381032c,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/students?_rsc=1538b"
"28/10/2025, 01:00:41.906","GET /vans",200,True,30,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /vans",cf3cdd016e079dc83f028a54b365322c,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/vans?_rsc=1538b"
"28/10/2025, 01:00:41.865","GET /drivers",200,True,30,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /drivers",10137981e97ab07a7dbcfb2e2867f111,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/drivers?_rsc=1538b"
"28/10/2025, 01:00:41.845","GET /api/auth/session",200,True,12,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /api/auth/session",82f4aeb67562e6b46db1be71440361c5,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/api/auth/session"
"28/10/2025, 01:00:40.238","GET /dashboard",200,True,829,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /dashboard",8cf2f96bbc825e6e9b069bd408ba4abd,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/dashboard"
"28/10/2025, 01:00:39.784","GET /dashboard",200,True,184,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /dashboard",9617cb5ccfa4c27c514ac4825c13c4c6,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/dashboard?_rsc=1qqq2"
"28/10/2025, 01:00:39.548","GET /api/auth/session",200,True,518,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /api/auth/session",fdfbbdb4e53568cea011c34169b4c936,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/api/auth/session"
"28/10/2025, 00:43:52.990","GET /.swa/health.html",200,True,21,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /.swa/health.html",33528df2953a47df97725519e684be77,"https://staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26.azurewebsites.net/.swa/health.html"
"28/10/2025, 00:43:38.825","GET /robots933456.txt",404,False,269,"staticwebapps-b5a52df8-0f7a-493e-b146-c07070810d26","GET /robots933456.txt",107de4fbdfc64ecb893c125f1729f920,"http://169.254.129.3:8080/robots933456.txt"
"28/10/2025, 00:14:11.597","GET /api/drivers",200,True,16,"staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2","GET /api/drivers",27d53f6c52ac938d62a9e5bb317522db,"https://staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2.azurewebsites.net/api/drivers"
"28/10/2025, 00:14:11.261","GET /drivers",200,True,10,"staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2","GET /drivers",d5432097ff1d6f74b68f59d473deeae5,"https://staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2.azurewebsites.net/drivers?_rsc=5bpur"
"28/10/2025, 00:14:09.823","GET /blacklist",200,True,91,"staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2","GET /blacklist",379d8e9eded30a9e64ec2ffbb3752c84,"https://staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2.azurewebsites.net/blacklist?_rsc=1538b"
"28/10/2025, 00:14:09.396","GET /payments",200,True,517,"staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2","GET /payments",986722ebcb00b7c4b45a47bba930a351,"https://staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2.azurewebsites.net/payments?_rsc=1538b"
"28/10/2025, 00:14:09.019","GET /vans",200,True,30,"staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2","GET /vans",9cfa4b9227fcfff17d09c9352e2031fa,"https://staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2.azurewebsites.net/vans?_rsc=1538b"
"28/10/2025, 00:14:08.989","GET /schools",200,True,50,"staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2","GET /schools",1a90cdc7da5e7932603b3e0f0448bea2,"https://staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2.azurewebsites.net/schools?_rsc=1538b"
"28/10/2025, 00:14:08.978","GET /students",200,True,40,"staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2","GET /students",2bb372e0ab403146cc3fb28133a415f4,"https://staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2.azurewebsites.net/students?_rsc=1538b"
"28/10/2025, 00:14:08.951","GET /clients",200,True,66,"staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2","GET /clients",d41ddd1345298800483d2eed99b9afc2,"https://staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2.azurewebsites.net/clients?_rsc=1538b"
"28/10/2025, 00:14:08.869","GET /drivers",200,True,80,"staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2","GET /drivers",93556b683c8c6e9d9ebf98c07f29ee3b,"https://staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2.azurewebsites.net/drivers?_rsc=1538b"
"28/10/2025, 00:14:06.304","GET /dashboard",200,True,2138,"staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2","GET /dashboard",18c6e05b75a3afa984d2da823dc5e5ce,"https://staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2.azurewebsites.net/dashboard?_rsc=3y0gy"
"28/10/2025, 00:14:06.012","GET /dashboard",200,True,91,"staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2","GET /dashboard",e6d9857ab6a05654530550f9035e86ab,"https://staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2.azurewebsites.net/dashboard?_rsc=xuyim"
"28/10/2025, 00:14:04.581","GET /api/auth/session",200,True,474,"staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2","GET /api/auth/session",8b1f249ddc89bcb08b19d9ccb7a04ea7,"https://staticwebapps-dbed9841-c8ee-4481-9c99-075416c663c2.azurewebsites.net/api/auth/session"
